CustomerID,CountryCode,Btag,RegistrationDate,BrandID
2518731,IN,654422_50A58D8A7CD444378AAC8CB9B467BB8B,2019-08-08 18:12:33,1
2524869,IN,654422_996DDCFDC3504B3AB23F626BCA5C3DF1,2019-08-13 10:30:27,1
2524882,IN,654422_B42A71BA6ADB42668CBD720939E501EE,2019-08-13 10:35:57,1
2524896,IN,654422_2015C27058874E86A4D0DDC644136CE5,2019-08-13 10:40:02,1
2524915,IN,654422_EF6D821BBEA24790AC83FB772C8BAAE1,2019-08-13 10:50:21,1
2539035,IN,654424_AE3EE679CC50419EBC58A5E8DD98B9DF,2019-08-24 13:11:09,1
2542529,IN,654424_0D47ECB02735476AB06175A91BE71A5C,2019-08-26 15:40:05,1
